country,harbour_cd,harbour_name
GRC,GRKLI,Klima
GRC,GRKMI,Klymnos
GRC,GRKMS,Kmolos
GRC,GRKOI,Koilada
GRC,GRKIN,KoilasErmionidos
GRC,GRKOK,KokkinosPyrgos
GRC,GRKOL,KolympariChanion
GRC,GRKOF,KorfosSofikou
GRC,GRKOR,Korinthos
GRC,GRKRT,Korinthos
GRC,GRKRN,Koroni
GRC,GRKRS,Korrisia
GRC,GRKGS,Kos
GRC,GRKWS,Kos
GRC,GRKOY,Koufonisia
GRC,GRKNP,KounopetraKefalonias
GRC,GRKOU,Kouremenos
GRC,GRKZI,Kozni
GRC,GRCFU,Krkira(Corfu)
GRC,GRAOK,Krpathos
GRC,GRKRY,KryoneriAitoloakarnanias
GRC,GRKYL,Kyllni
GRC,GRKYM,Kymi
GRC,GRKIM,Kymi(Kimi)
GRC,GRKYP,Kyparissia
GRC,GRKYT,Kythnos
GRC,GRLGK,Lagkads
GRC,GRLAK,LakkaPaxon
GRC,GRLKK,LakkiLerou
GRC,GRLAR,LardosRhodes
GRC,GRLRY,Larymna
GRC,GRLAV,Lavrion(Laurium)
GRC,GRLAY,Layrio
GRC,GRLEY,Lefkada
GRC,GRLKM,Lefkimmi
GRC,GRLFK,Lefkmmi
GRC,GRLEV,Lefks(Lefkda)
GRC,GRLIP,Leipsoi
GRC,GRLXS,Lemnos
GRC,GRLND,Leondion
GRC,GRLEW,Leonidio
GRC,GRLRS,Leros
GRC,GRPTL,Lgos(Prto-Lgo)
GRC,GRLAG,LichadaEvvoias
GRC,GRLIM,Limenaria
GRC,GRLII,Limni
GRC,GRVLC,LimniaVolissouChiou
GRC,GRLMN,LimniEvvoias
GRC,GRLIA,Linaria
GRC,GRLDR,Lindos
GRC,GRLIN,Linoperamata(Rodia)Irakleiou
GRC,GRLIV,LivadiSerifou
GRC,GRLIX,Lixuri
GRC,GRKKM,Lkkoma
GRC,GRLOU,LoutraKythnou
GRC,GRLRA,Lrisa
GRC,GRLYP,Lygia,Lefkada
GRC,GRLYG,Lygia,Preveza
GRC,GRLTH,LythiChiou
GRC,GRMAI,Maistros
GRC,GRMAK,Makri
GRC,GRMSA,Malessina
GRC,GRMDI,Mantoudi
GRC,GRMKP,MarathokamposSamou
GRC,GRMRA,MarathokamposSamou
GRC,GRMZP,MarinaZeasPirea
GRC,GRMRM,Marmari
GRC,GRMRI,MarmariEvvoias
GRC,GRMRN,Marmrion
GRC,GRMAR,MaroneiaRodopis
GRC,GRMAS,MastichariKos
GRC,GRMTR,MathrakiDiapontioiIsland
GRC,GRMAT,MathrakiKerkyras
GRC,GRMAL,MavraLithariaKorinthias
GRC,GRMAY,MavrolimniKorinthias
GRC,GRMEG,MeglonLivdion
GRC,GRMEN,MenidiAmfoilochias
GRC,GRMER,Merihas
GRC,GRMEL,Mesolngion
GRC,GRMES,Mesolongi
GRC,GRMST,Mesta
GRC,GRMHI,MestaHiou
GRC,GRMEA,Methana
GRC,GRMTH,MethanaTroizinias
GRC,GRMET,MethoniMessinias
GRC,GRMTE,MethoniPierias
GRC,GRMGR,Mgara
GRC,GRMHL,Milina
GRC,GRMIS,Missimi
GRC,GRMHT,Mithymna(Molyvos)Lesvou
GRC,GRMON,Monemvasa
GRC,GRMDR,Moudros
GRC,GRMOU,Moutsona
GRC,GRMTS,MoutsounaNaxou
GRC,GRMYR,Mrina
GRC,GRJMK,Mykonos
GRC,GRMYK,Mykonos
GRC,GRMYL,Mylaki
GRC,GRMTK,Mytikas
GRC,GRMJT,Mytilene
GRC,GRMYT,Mytilini
GRC,GRNAL,NaAlikarnasss
GRC,GRNAY,Nafpaktos
GRC,GRNEL,NafpigeiaElefsinas
GRC,GRNAF,Nafplio
GRC,GRNMA,NaMoudhani
GRC,GRNAO,NaousaParou
GRC,GRNST,NaStra
GRC,GRNAX,Naxos
GRC,GRNFK,NeaFokaia
GRC,GRNKL,NeaKallikrateia
GRC,GRNMR,NeaMakri
GRC,GRNMX,NeaMichaniona
GRC,GRNMK,NeaMichaniona(Thessaloniki)
GRC,GRNMD,NeaMoudania
GRC,GRNPE,NeaPeramosAttikis
GRC,GRNEA,Neapolis
GRC,GRNPD,NeaPotidaia
GRC,GRNRD,NeaRoda
GRC,GRNSK,NeaSkioni
GRC,GRNEO,NeosMarmaras
GRC,GRNIK,NikianaLefkadas
GRC,GRNIS,Nisyros
GRC,GRJNX,Nxos
GRC,GRNID,NydriLefkadas
GRC,GROIK,OiaKyklades
GRC,GRINO,Oinousses
GRC,GROLB,OlympiadaChalkidikis
GRC,GRORE,Orei
GRC,GRWRE,Oreoi
GRC,GRORM,OrmosPanagiasChalkidikis
GRC,GRORO,Oropos
GRC,GRWRW,Oropos
GRC,GROTH,Othono
GRC,GROYR,OuranoupoliChalkidikis
GRC,GROUR,Ouranpolis
GRC,GRPAH,PahiMegaron
GRC,GRPFK,PalaiaFokaia
GRC,GRPEP,PalaiEpdavros
GRC,GRPAL,PalaiochoraChanion
GRC,GRPLR,Palairos
GRC,GRPSF,PaleohoraSfakion
GRC,GRPAO,Palokia
GRC,GRPLA,PaloukiIleias
GRC,GRPNG,PanagioudaLesvou
GRC,GRPAN,PanteliLerou
GRC,GRPRL,Parakoila(Skala)Lesvou
GRC,GRPGK,ParaliaAgiouGeorgiouV.D.
GRC,GRPTR,ParaliaAstrous
GRC,GRPPI,ParaliaKaterinis
GRC,GRPPT,ParaliaPetrion
GRC,GRPAM,Paramytha
GRC,GRPRG,Parga
GRC,GRPLE,PartheniLerou
GRC,GRPAT,Patmos
GRC,GRPRA,Patra
GRC,GRGPA,Patras
GRC,GRPAX,Paxi
GRC,GRPIR,Peiraias
GRC,GRPTF,Pendlofos
GRC,GRGIR,PeramaGeras
GRC,GRPIP,PeramaPirea
GRC,GRPRR,Perea
GRC,GRPER,PerigialiLefkadas
GRC,GRPLV,Petra
GRC,GRPKO,Petriti,Korission
GRC,GRPEY,Peyki
GRC,GRPSE,PhserimosDodekanisou
GRC,GRPHG,PigadiPteleouMagnisias
GRC,GRPLH,PiliEvvoias
GRC,GRPIS,PisoLivadiParou
GRC,GRPIT,Pitra
GRC,GRPLK,Plaka
GRC,GRALG,Plakias
GRC,GRRPL,PlakiasRethymnou
GRC,GRPLN,PlataniasMagnisias
GRC,GRPLX,PlatanosChanion
GRC,GRPTI,Plataria
GRC,GRPLT,PlatariaThesprotias
GRC,GRPTG,PlatygialiAstakou
GRC,GRPGS,PlatysGialosSifnou
GRC,GRPLI,PlimmyriRodou
GRC,GRPLW,Plomari
GRC,GRPLM,Plomrion
GRC,GRPYL,Plos
GRC,GRPTK,Politik
GRC,GRPOR,Poros
GRC,GRPKE,PorosKefallinias
GRC,GRPLF,PorosLefkadas
GRC,GRPHL,Portocheli
GRC,GRPKH,Portochlion
GRC,GRPGE,PortoGermeno
GRC,GRPHE,PortoHeli
GRC,GRPKF,PortoKoyfo
GRC,GRPLG,PortoLagos
GRC,GRPRF,PortoRafti
GRC,GRPNT,PountaParou
GRC,GRPRE,Preveza
GRC,GRPVK,Preveza/Lefkas
GRC,GRPAR,Prga
GRC,GRPAS,Pros
GRC,GRPAA,Psar
GRC,GRPSX,PsaraChiou
GRC,GRPSR,Psaropouli(ParaliaVasilikon)
GRC,GRPSA,PsathopyrgosAchaias
GRC,GRPMS,Ptmos
GRC,GRPET,Ptra
GRC,GRPYR,Pyrgos
GRC,GRPYP,PyrgosPeramatosLesvou
GRC,GRPYT,Pythagreion
GRC,GRRAF,Rafina
GRC,GRRAH,Rahes
GRC,GRRHO,Rhodes
GRC,GRRIO,Rio
GRC,GRROD,Rodos
GRC,GRRET,Rthymnon
GRC,GRSAG,Sagiada
GRC,GRSAL,Salams
GRC,GRSKE,Sami
GRC,GRSAM,Samos
GRC,GRSMI,Samos
GRC,GRSVI,SarantisVoiotias
GRC,GRSAR,Sarti
GRC,GRSHO,Schoinoussa
GRC,GRSFI,SfinariChanion
GRC,GRSIG,SigriLesvou
GRC,GRSII,Sikinos
GRC,GRSIK,Sikinos
GRC,GRJSH,Sitea
GRC,GRSIT,Siteia
GRC,GRSIV,Siviri
GRC,GRSLN,SkalaKallonis
GRC,GRSKK,SkalaKameiroy
GRC,GRSKP,SkalaPanagiasThasou
GRC,GRSPL,SkalaPolyhnitoy
GRC,GRRAX,SkalaRachoniouThasou
GRC,GRSSN,SkalaSykamineas
GRC,GRJSI,Skathos
GRC,GRSKI,Skiathos
GRC,GRSKO,Skopelos
GRC,GRSKU,Skros
GRC,GRSKR,Skyros
GRC,GRSDH,Soda
GRC,GRSOI,Soroni
GRC,GRSOY,Souda
GRC,GRSOU,Soussaki
GRC,GRSPE,Spetses
GRC,GRSER,Sriphos
GRC,GRSHA,StavrosHalkidikis
GRC,GRSTA,StavrosThessalonikis
GRC,GRSTO,Stomio
GRC,GRSTI,Stratoni
GRC,GRSTY,Stylinda
GRC,GRSYS,Stylis(Stylda)
GRC,GRSUD,SudaBay
GRC,GRSYM,Symi
GRC,GRJSY,Syros(Syra)
GRC,GRSYV,Syvota
GRC,GRSYB,SyvotaLefkadas
GRC,GRTAV,Tavari,Lesvou
GRC,GRTHA,Thasos
GRC,GRTSO,Thasos
GRC,GRTHL,TheologosFthiotidas
GRC,GRSKG,Thessaloniki
GRC,GRJTR,Thira
GRC,GRTRS,Thirasa
GRC,GRTHP,ThisviPort
GRC,GRTHY,Thymena
GRC,GRTIL,Tilos
GRC,GRTIN,Tnos
GRC,GRTOL,ToloArgolidas
GRC,GRTRP,TrypitiChalkidikis
GRC,GRVLT,ValtiAstakou
GRC,GRVAR,Varkiza
GRC,GRBSL,VasilikiLefkadas
GRC,GRVAT,Vath
GRC,GRVTH,Vath(PortVath)
GRC,GRVML,VathyMeganisiou
GRC,GRBMT,VathyMethanonTroizinias
GRC,GRVIV,VivariArgolidas
GRC,GRVOL,Vlos
GRC,GRBLX,VlychadaThiras
GRC,GRVLY,VlychosLefkadas
GRC,GRVON,Vonitsa
GRC,GRVOM,VoudiaMilos
GRC,GRVOU,VourkariKeas
GRC,GRXIR,XirokamposLerou
GRC,GRXYL,Xylkastron
GRC,GRHYD,Ydra
GRC,GRZAK,Zakynthos
GRC,GRZTH,Zkynthos
HRV,HRATL,Antenal
HRV,HRCLE,avle
HRV,HRBAS,Baka
HRV,HRBDG,BakaDraga
HRV,HRBAK,Bakar
HRV,HRBVO,BakaVoda
HRV,HRBLD,Baldarka(Valdarke)
HRV,HRBNE,Banjole
HRV,HRBNJ,Banjol,Rab
HRV,HRBAR,Barbat,Rab
HRV,HRBAD,BariDraga
HRV,HRBAT,Batina
HRV,HRBLC,Belie
HRV,HRBET,Betina
HRV,HRBBJ,Bibinje
HRV,HRBNM,BiogradnaMoru
HRV,HRBLE,Blace
HRV,HRBZA,Boava
HRV,HRBOL,Bol
HRV,HRBRB,Brbinj-Luina
HRV,HRBGL,Brgulje
HRV,HRBRI,Brioni
HRV,HRBRN,Brna
HRV,HRBRD,Brodarica
HRV,HRCVT,Cavtat
HRV,HRCRS,Cres
HRV,HRCRA,Crikvenica
HRV,HR999,Croatia-Unknown
HRV,HRDAL,Dalmacia
HRV,HRDKL,DonjaKlada
HRV,HRDNC,DonjeCelo
HRV,HRDRC,Drae
HRV,HRDLV,Dragoslavec
HRV,HRDRS,Dranice
HRV,HRDRN,Drnis
HRV,HRDRK,Drvenik
HRV,HRDRV,DrvenikVeli
HRV,HRDBV,Dubrovnik
HRV,HRDUR,DugiRat
HRV,HRFNA,Faana
HRV,HRFUN,Funtana
HRV,HRGLA,Glavotok
HRV,HRGIA,Glina
HRV,HRGRD,Gradac
HRV,HRGAD,Gradiste
HRV,HRGRU,Gru
HRV,HRHOD,Hodilje
HRV,HRHVA,Hvar
HRV,HRSIB,ibenik
HRV,HRZGL,igljen
HRV,HRICC,Iii
HRV,HRIKK,Ika
HRV,HRCKT,ikat
HRV,HRCIL,ilipi
HRV,HRSLO,ilo
HRV,HRILO,Ilok
HRV,HRILV,Ilovik
HRV,HRIZM,IMali-Branj
HRV,HRSIM,imuni
HRV,HRLSP,ipanskaLuka
HRV,HRIST,Ist
HRV,HRJAB,Jablanac
HRV,HRJAD,Jadranovo
HRV,HRJDR,Jadrija
HRV,HRJAK,Jakinica
HRV,HRJSA,Jelsa
HRV,HRJZR,Jezera
HRV,HRJSI,Josipdol
HRV,HRKAL,Kali
HRV,HRKPR,Kaprije
HRV,HRKDR,Karigador
HRV,HRKAB,Karlobag
HRV,HRKGA,KastelGomilica
HRV,HRKKM,KatelKambelovac
HRV,HRKAN,KatelNovi
HRV,HRKST,KatelStari
HRV,HRKAS,KatelSuurac
HRV,HRKNA,Klana
HRV,HRKLK,Klek
HRV,HRKLN,Klenovica
HRV,HRKMN,Klimno
HRV,HRKZA,Knea
HRV,HRKMZ,Komia
HRV,HRKRM,Koromano
HRV,HRKOR,Korula
HRV,HRKOS,Kostrena
HRV,HRKRJ,Kraj
HRV,HRKRA,Kraljevica
HRV,HRKPN,Krapanj
HRV,HRKJS,KrilaJesenice
HRV,HRKRK,Krk
HRV,HRKNC,Krnica
HRV,HRKUC,Kuite
HRV,HRKUK,Kukljica
HRV,HRLAM,Lamjane
HRV,HRLST,Lastovo
HRV,HRLZK,Linjan-Kuje
HRV,HRLJA,Ljubeica
HRV,HRLKR,Lokrum
HRV,HRLPR,Lopar
HRV,HRLPD,Lopud
HRV,HRLOV,Lovite
HRV,HRLVN,Lovran
HRV,HRLUK,Luka
HRV,HRLKN,Lukoran
HRV,HRLKV,Lukovo
HRV,HRLUM,Lumbarda
HRV,HRMAK,Makarska
HRV,HRMIZ,MaliI
HRV,HRLSZ,MaliLoinj
HRV,HRLZS,MALILOINJ
HRV,HRMAL,Malinska
HRV,HRZMN,man
HRV,HRMAN,Mandre
HRV,HRMCA,Marana
HRV,HRMTA,Martinica
HRV,HRMAS,Maslenica
HRV,HRMSL,Maslinica
HRV,HRMDN,Medulin
HRV,HRMED,Medveja
HRV,HRMRG,Merag
HRV,HRMTN,Metajna
HRV,HRMET,Metkovi
HRV,HRMLT,Miletii
HRV,HRMIL,Milna
HRV,HRMIM,Mimice
HRV,HRMNK,Minjak
HRV,HRMLN,Mlini
HRV,HRMOD,MoenikaDraga
HRV,HRMOL,Molat-Luina
HRV,HRMNT,Molunat
HRV,HRMRT,Mrtvaka
HRV,HRMUE,Muline
HRV,HRMRJ,Munanairju
HRV,HRMUS,MurskoSredisce
HRV,HRMUR,Murter
HRV,HRNRZ,Nerezine
HRV,HRNJV,Njivice
HRV,NK,NK
HRV,HRNVL,Novalja
HRV,HRNDD,Novigrad(Dalmacija)
HRV,HRNVG,Novigrad,Istria
HRV,HRNVD,NoviVinodolski
HRV,HRONJ,Obonjan
HRV,HROBR,Obrovac
HRV,HROLB,Olib
HRV,HROMS,Omi
HRV,HROMI,Omialj
HRV,HROPA,Opatija
HRV,HRORS,Oraac
HRV,HRORB,Orebi
HRV,HROSI,Osijek
HRV,HROSR,Osor
HRV,HRPAG,Pag
HRV,HRPKS,Pakotane
HRV,HRPAS,Paman
HRV,HRPEL,Pele/Rogoznica
HRV,HRPRJ,Peroj
HRV,HRPRC,Pirovac
HRV,HRPLS,Plaski
HRV,HRPLE,Ploe
HRV,HRPLM,Plomin
HRV,HRPDG,Podgora
HRV,HRPLA,Polae
HRV,HRPMN,Pomena
HRV,HRPOR,Pore
HRV,HRPRZ,Porozina
HRV,HRPOS,Postire
HRV,HRPTP,Potpican
HRV,HRPVL,Povlja
HRV,HRPVN,Povljana
HRV,HRPRP,Prapratno
HRV,HRPRE,Preko
HRV,HRPRM,Premuda-Krijal
HRV,HRPRG,Prigradica
HRV,HRPRI,Primoten
HRV,HRPVK,Privlaka
HRV,HRPRN,Prizna
HRV,HRPRB,Proboj
HRV,HRPMJ,Promajna
HRV,HRPRV,Prvi
HRV,HRPRS,Prviepurine
HRV,HRPCA,Puia
HRV,HRPUY,Pula
HRV,HRPNT,Punat
HRV,HRRAS,Raa
HRV,HRRZC,Raanac
HRV,HRRZN,Raanj
HRV,HRRAB,Rab
HRV,HRRBC,Rabac
HRV,HRRSL,Raslina
HRV,HRRKO,Ribarskakoliba/Pula
HRV,HRRJK,Rijeka
HRV,HRXXX,RISInlandwaterways
HRV,HRRGC,Roga
HRV,HRROG,Rogotin
HRV,HRRGN,Rogoznica
HRV,HRROV,Rovinj
HRV,HRSAL,Sali
HRV,HRSNM,SanMarino/Lopar
HRV,HRSAP,Saplunara,Mljet
HRV,HRSVD,Savudrija
HRV,HRSTD,SegetDonji
HRV,HRSLC,Selce
HRV,HRSEN,Senj
HRV,HRSIL,Silba
HRV,HRSIS,Sisak
HRV,HRSRD,Skradin
HRV,HRSLA,Slano
HRV,HRSLT,Slatine
HRV,HRSBR,Sobra
HRV,HRSLN,Solin
HRV,HRSPU,Split
HRV,HRSPL,Splitska
HRV,HRSRA,Sracinec
HRV,HRSRB,Srebreno
HRV,HRSBA,StaraBaka
HRV,HRSNV,StaraNovalja
HRV,HRSGR,Starigrad
HRV,HRSGD,StariGrad
HRV,HRSTN,Stinica
HRV,HRSBC,Stobrec
HRV,HRSTM,Stomorska
HRV,HRSTO,Ston
HRV,HRSUK,Sukoan
HRV,HRSMN,Sumartin
HRV,HRSUP,Supetar
HRV,HRSSK,Susak
HRV,HRSUS,Susak
HRV,HRSTP,Sustjepan
HRV,HRSUT,Sutivan
HRV,HRSDR,Suura
HRV,HRSUR,Suurac
HRV,HRSUC,Suuraj
HRV,HRSMA,SvetaMarina
HRV,HRSVJ,SvetiJuraj
HRV,HRSVK,SvetiKajo
HRV,HRSPS,SvetiPetaruSumi
HRV,HRFIL,Sv.FilipiJakov
HRV,HRSFS,Sv.Fuska,Krk
HRV,HRSMT,Sv.Martin/MaliLoinj
HRV,HRTNO,Tisno
HRV,HRTKN,Tkon
HRV,HRTOV,Tovarnele,Pag
HRV,HRTRG,Trget
HRV,HRTRI,Tribunj
HRV,HRTRO,Trogir
HRV,HRTRJ,Trpanj
HRV,HRTRK,Trstenik
HRV,HRTCP,Tuepi
HRV,HRTNR,Tunarica
HRV,HRTUR,Turanj
HRV,HRUBL,Ubli
HRV,HRUDB,Udbina
HRV,HRUGL,Ugljan
HRV,HRZUL,uljana
HRV,HRUMG,Umag
HRV,HRUNJ,Unije
HRV,HRZUT,ut-Marina
HRV,HRUVM,UvalaMir
HRV,HRVLB,Valbiska
HRV,HRVUN,Valun
HRV,HRVLM,Velalamjana
HRV,HRVLK,VelaLuka
HRV,HRVST,VelaStiniva,Hvar
HRV,HRVIZ,VeliI
HRV,HRVLN,VeliLoinj
HRV,HRVRT,VeliRat
HRV,HRVGN,Viganj
HRV,HRVNS,Vinie
HRV,HRVIR,Vir
HRV,HRVRH,Vira/Hvar
HRV,HRVIS,Vis
HRV,HRVLA,Vlaii
HRV,HRVDC,Vodice
HRV,HRVOZ,Voz
HRV,HRVRA,Vranjic
HRV,HRVRK,Vrbnik
HRV,HRVRS,Vrboska
HRV,HRVRG,Vrgada
HRV,HRVI7,Vrgorac
HRV,HRVRR,Vrsar
HRV,HRZBL,Zablae
HRV,HRZAD,Zadar
HRV,HRGNA,Zadar-Gaenica
HRV,HRZGV,Zaglav-putnikaluka
HRV,HRZAG,Zagreb
HRV,HRZKP,Zaklopatica,Lastovo
HRV,HRZAM,Zambratija
HRV,HRZTD,Zaton,Dubrovnik
HRV,HRZTS,Zaton,ibenik
HRV,HRZVL,Zavala,Hvar
HRV,HRZVT,Zavalatica
HRV,HRZLR,Zlarin
ITA,ITAOL,ACCIAROLI
ITA,ITACL,ACICASTELLO
ITA,ITACT,ACITREZZA
ITA,ITAGP,AGROPOLI
ITA,ITAUO,Agugliano
ITA,ITALS,ALASSIO
ITA,ITALL,Albenga
ITA,ITA8O,AlfianoNatta
ITA,ITAHO,ALGHERO
ITA,ITALI,Alicudi
ITA,ITITA,Alseno
ITA,ITAMA,AMALFI
ITA,ITAMT,AMANTEA
ITA,ITAOI,ANCONA
ITA,ITADA,Andora
ITA,ITANZ,ANZIO
ITA,ITAOT,Aosta
ITA,ITAOS,Apollosa
ITA,ITATX,ARBATAX
ITA,ITWAR,Arenella
ITA,ITAZA,ARENZANO
ITA,ITAL5,Arielli
ITA,ITATA,ArmadiTaggia
ITA,ITAQD,ArquataDelTronto
ITA,ITAZ8,Arzagod'Adda
ITA,ITAUG,AUGUSTA
ITA,ITAVO,AVOLA
ITA,ITBCB,BagnaraCalabra
ITA,ITBLN,Bagnoli
ITA,ITBAI,BAIA
ITA,ITZDD,BALESTRATE
ITA,ITBRI,BARI
ITA,ITBLT,BARLETTA
ITA,ITBLA,BELLARIA
ITA,ITBLX,Belluno
ITA,ITBMT,BELVEDEREMARITTIMO
ITA,ITBNC,BIANCO
ITA,ITTN9,Binetto
ITA,ITBCE,BISCEGLIE
ITA,ITBO2,Bogliasco
ITA,ITBLQ,Bologna
ITA,ITBZO,Bolzano
ITA,ITOAA,Bonagia
ITA,ITBO3,Bonassola
ITA,ITBGH,Bordighera
ITA,ITB2P,BorgofrancoSulPo
ITA,ITBG4,BorgoValbelluna
ITA,ITBOA,BOSA
ITA,ITBMA,BovalinoMarina
ITA,ITBVM,BOVAMARINA
ITA,ITBR7,Brancaleone
ITA,ITBDS,BRINDISI
ITA,ITB8C,BulgorellodiCadorago
ITA,ITBR8,Burano
ITA,ITBR4,Burgos
ITA,ITCAG,CAGLIARI
ITA,IT3CO,Cagno
ITA,ITNNE,CALAGONONE
ITA,ITCLS,CALASETTA
ITA,ITC7L,Calatabiano
ITA,ITGLJ,CAMOGLI
ITA,ITC2P,CampodiPietra
ITA,ITC5N,CampolongoTapogliano
ITA,ITNIG,Cannigione
ITA,ITC5O,Canzo
ITA,ITAOR,CAORLE
ITA,ITC7P,Capitello
ITA,ITCOQ,CAPOD'ORLANDO
ITA,ITQCJ,Capojale
ITA,ITCPA,CAPRAIA
ITA,ITPRJ,CAPRI
ITA,ITARB,Carbognano
ITA,ITCAK,Carceri
ITA,ITCRT,CARIATI
ITA,ITCLF,CARLOFORTE
ITA,ITC9N,Carpeneto
ITA,ITCML,CasamicciolaTerme
ITA,ITC6G,CastagnolePiemonte
ITA,ITXCP,CastelfrancoPiandisc
ITA,ITCTR,CASTELLAMMAREDELGOLFO
ITA,ITCAS,CASTELLAMMAREDISTABIA
ITA,ITMDF,CastelloMolinaDiFiemme
ITA,ITCTW,Castelnovo
ITA,ITC8G,CastelnuovodiGarfagnana
ITA,ITNDO,Castelraimondo
ITA,ITCTK,CASTELSARDO
ITA,ITCD4,CastelViscardo
ITA,ITAEL,CastelVolturno
ITA,ITATI,CASTIGLIONCELLO
ITA,ITCEQ,CASTIGLIONEDELLAPESCAIA
ITA,ITCDT,CastiglionedelleStiviere
ITA,ITCSJ,Castro
ITA,ITCRQ,CastroMarina
ITA,ITCTA,CATANIA
ITA,ITQCZ,Catanzaro
ITA,ITEA9,Catena
ITA,ITG6C,Catignano
ITA,ITCCL,CATTOLICA
ITA,ITCVX,CAVO
ITA,ITCEC,CECINA
ITA,ITCFU,Cefal
ITA,ITC8C,CegliedelCampo
ITA,ITCR8,Cerratina
ITA,ITB9S,CerretoSannita
ITA,ITCEV,CERVIA
ITA,ITCNT,CESENATICO
ITA,ITTAA,CETARA
ITA,ITCCQ,CETRARO
ITA,ITCHX,CHIAVARI
ITA,ITCH8,Chienes
ITA,ITUZN,ChiesinaUzzanese
ITA,ITCHI,CHIOGGIA
ITA,ITCIA,CiampinoApt/Roma
ITA,ITOOL,Cigole
ITA,ITCD3,Cingiade'Botti
ITA,ITMRM,CirMarina
ITA,ITIOA,CIVITANOVAMARCHE
ITA,ITCVV,CIVITAVECCHIA
ITA,ITC7G,Cogoleto
ITA,ITCE6,Colceresa
ITA,IT6CM,CollialMetauro
ITA,IT2FH,Collodi
ITA,ITCIY,Comiso
ITA,ITCGC,CORIGLIANOCALABRO
ITA,ITCDF,Cortinad'Ampezzo
ITA,ITQCS,Cosenza
ITA,ITCRV,CROTONE
ITA,ITCD6,Crottad'Adda
ITA,ITCPM,CUPRAMARITTIMA
ITA,IT3CU,Curino
ITA,ITIT9,CusanoMutri
ITA,ITDCI,Decimomannu
ITA,ITDEM,Deivamarina
ITA,ITN5D,Demonte
ITA,ITDSN,Desana
ITA,ITDIA,DIAMANTE
ITA,ITDIT,Diano
ITA,ITDMR,DianoMarina
ITA,ITEBA,Elba
ITA,ITEVR,Erbezzo
ITA,ITFAL,FalconaraMarittima
ITA,ITFAO,FANO
ITA,ITFFP,FaraFiliorumPetri
ITA,ITFAV,FAVIGNANA
ITA,ITAL2,Felizzano
ITA,ITFPO,FilicudiPorto
ITA,ITFNL,FINALELIGURE
ITA,ITFCO,FIUMICINO
ITA,ITF2M,FocediMagra
ITA,ITFCV,FoceVarano
ITA,ITFOL,FOLLONICA
ITA,ITF8T,FontanaLiri
ITA,ITFOV,Fontanarosa
ITA,ITFGR,Fonteblanda
ITA,ITFRD,Forio
ITA,ITFRL,Forli
ITA,ITFOM,FORMIA
ITA,ITFDM,FORTEDEIMARMI
ITA,ITFMA,Framura
ITA,ITFME,FrancavillaalMare
ITA,ITFGE,FREGENE
ITA,ITFUI,Furnari
ITA,ITGMA,GABICCEMARE
ITA,ITGAE,GAETA
ITA,ITGAL,GALLIPOLI
ITA,ITGEA,GELA
ITA,ITGOA,GENOVA
ITA,ITGII,Giannutri
ITA,ITGIA,GiardiniNaxos
ITA,ITGPR,GiglioPorto
ITA,ITGIT,GIOIATAURO
ITA,ITGVZ,GIOVINAZZO
ITA,ITGUI,GIULIANOVA
ITA,ITGUN,Giungano
ITA,ITGAI,GOLFOARANCI
ITA,ITGOR,GORGONA
ITA,ITGOO,GORO
ITA,ITGRD,GRADO
ITA,ITGZR,Granze
ITA,ITGRS,Grosseto
ITA,ITGTM,Grottammare
ITA,ITJLO,IESOLO
ITA,ITIMP,IMPERIA
ITA,ITISH,ISCHIA
ITA,ITIDG,IsoladelGiglio
ITA,ITIDF,ISOLADELLEFEMMINE
ITA,ITWIR,IsolaRossa
ITA,ITISS,IsolaSantoStefano
ITA,IT999,Italy-Unknown
ITA,ITCLQ,LaCalettadiSiniscola
ITA,ITLAE,LaccoAmeno
ITA,ITLAD,LADISPOLI
ITA,ITLA5,Laigueglia
ITA,ITMDA,LAMADDALENA
ITA,ITLMP,LAMPEDUSA
ITA,ITSPE,LASPEZIA
ITA,ITLAW,LAVAGNA
ITA,ITLCL,LeCastella
ITA,ITLCC,Lecce
ITA,ITLGZ,LeGrazie
ITA,ITLER,LERICI
ITA,ITLES,LESINA
ITA,ITLTJ,Letojanni
ITA,ITLEC,LEUCA
ITA,ITLV8,Levada
ITA,ITLEN,LEVANTO
ITA,ITLEV,LEVANZO
ITA,ITLIC,LICATA
ITA,ITLSD,LIGNANOSABBIADORO
ITA,ITLIN,LinateApt/Milano
ITA,ITLIU,LINOSA
ITA,ITLIP,LIPARI
ITA,ITLIV,LIVORNO
ITA,ITLOA,LOANO
ITA,ITIT5,Lorenzana
ITA,ITRUG,Lugnano
ITA,ITAQ5,Maglianode'Marsi
ITA,ITIOI,MAIORI
ITA,ITMXP,MalpensaApt/Milano
ITA,ITMFR,MANFREDONIA
ITA,ITMAJ,MARANOLAGUNARE
ITA,ITTEA,Maratea
ITA,ITMAM,MARCIANAMARINA
ITA,ITC9M,MarcianodellaChiana
ITA,ITMMO,MARETTIMO
ITA,ITMDW,MARGHERITADISAVOIA
ITA,ITMLB,MarinadellaLobra
ITA,ITMIT,MARINADICAMEROTA
ITA,ITMRP,MARINADICAMPO
ITA,ITMDC,MARINADICARRARA
ITA,ITMAH,MarinadiGinosa
ITA,ITMSD,MARINADIGROSSETO
ITA,ITQMM,MARINADIMASSA
ITA,ITMMN,MarinadiMonasterace
