species code,scientific name,family,order,WoRMS AphiaID
116998,Aequorea,Aequoreidae,Leptothecata,116998
283988,Aequorea africana,Aequoreidae,Leptothecata,283988
157610,Aequorea albida,Aequoreidae,Leptothecata,157610
458698,Aequorea atrikeelis,Aequoreidae,Leptothecata,458698
283989,Aequorea australis,Aequoreidae,Leptothecata,283989
221109,Aequorea coerulescens,Aequoreidae,Leptothecata,221109
283990,Aequorea cyanea,Aequoreidae,Leptothecata,283990
283992,Aequorea floridana,Aequoreidae,Leptothecata,283992
117270,Aequorea forskalea,Aequoreidae,Leptothecata,117270
221111,Aequorea globosa,Aequoreidae,Leptothecata,221111
1558305,Aequorea gongqiuhongae,Aequoreidae,Leptothecata,1558305
283993,Aequorea krampi,Aequoreidae,Leptothecata,283993
717317,Aequorea kurangai,Aequoreidae,Leptothecata,717317
283994,Aequorea minima,Aequoreidae,Leptothecata,283994
509801,Aequorea nanhainensis,Aequoreidae,Leptothecata,509801
1546702,Aequorea neocyanea,Aequoreidae,Leptothecata,1546702
283995,Aequorea papillata,Aequoreidae,Leptothecata,283995
1558306,Aequorea paratetranema,Aequoreidae,Leptothecata,1558306
221108,Aequorea parva,Aequoreidae,Leptothecata,221108
283996,Aequorea phillipensis,Aequoreidae,Leptothecata,283996
458699,Aequorea taiwanensis,Aequoreidae,Leptothecata,458699
283997,Aequorea tenuis,Aequoreidae,Leptothecata,283997
509804,Aequorea tetranema,Aequoreidae,Leptothecata,509804
283998,Aequorea victoria,Aequoreidae,Leptothecata,283998
137654,Aplysia Linnaeus,Aplysiidae,Aplysiida,137654
135281,Atolla vanhoeffeni,Atollidae,Coronatae,135281
135263,Aurelia,Ulmaridae,Semaeostomeae,135263
135306,Aurelia aurita,Ulmariidae,Scyphozoa,135306
1539728,Aurelia ayla,Ulmaridae,Semaeostomeae,1539728
1539747,Aurelia cebimarensis,Ulmaridae,Semaeostomeae,1539747
1539759,Aurelia clausa,Ulmaridae,Semaeostomeae,1539759
292506,Aurelia coerulea,Ulmaridae,Semaeostomeae,292506
1293224,Aurelia colpota,Ulmaridae,Semaeostomeae,1293224
1539760,Aurelia columbia,Ulmaridae,Semaeostomeae,1539760
1393172,Aurelia dubia,Ulmaridae,Semaeostomeae,1393172
1393175,Aurelia hyalina,Ulmaridae,Semaeostomeae,1393175
1539735,Aurelia insularia,Ulmaridae,Semaeostomeae,1539735
287213,Aurelia labiata,Ulmaridae,Semaeostomeae,287213
158199,Aurelia limbata,Ulmaridae,Semaeostomeae,158199
1539758,Aurelia malayensis,Ulmaridae,Semaeostomeae,1539758
220480,Aurelia maldivensis,Ulmaridae,Semaeostomeae,220480
1393176,Aurelia marginalis,Ulmaridae,Semaeostomeae,1393176
1539740,Aurelia mianzani,Ulmaridae,Semaeostomeae,1539740
1539730,Aurelia miyakei,Ulmaridae,Semaeostomeae,1539730
1539744,Aurelia montyi,Ulmaridae,Semaeostomeae,1539744
1485626,Aurelia mozambica,Ulmaridae,Semaeostomeae,1485626
1539761,Aurelia persea,Ulmaridae,Semaeostomeae,1539761
1557192,Aurelia pseudosolida,Ulmaridae,Semaeostomeae,1557192
1539743,Aurelia rara,Ulmaridae,Semaeostomeae,1539743
994646,Aurelia relicta,Ulmaridae,Semaeostomeae,994646
1539746,Aurelia smithsoniana,Ulmaridae,Semaeostomeae,1539746
287214,Aurelia solida,Ulmaridae,Semaeostomeae,287214
1393177,Aurelia vitiana,Ulmaridae,Semaeostomeae,1393177
106362,Beroe ovata,Beroidae,Beroida,106362
135279,Carybdea marsupialis,Carybdeidae,Carybdeida,135279
135295,Cassiopea andromeda,Cassiopeidae,Rhizostomeae,135295
135296,Catostylus tagi,Catostylidae,Rhizostomeae,135296
106363,Cestum veneris,Cestidae,Cestida,106363
135304,Chrysaora hysoscella,Pelagiidae,Scyphozoa,135304
287210,Chrysaora plocamia,Pelagiidae,Scyphozoa,287210
135297,Cotylorhiza tuberculata,Cepheidae,Rhizostomeae,135297
139494,Cymbulia peronii,Cymbuliidae,Pteropoda,139494
135308,Discomedusa lobata,Ulmaridae,Semaeostomeae,135308
135303,Drymonema dalmatinum,Drymonematidae,Semaeostomeae,135303
135396,Forskalia,Forskaliidae,Siphonophorae,135396
117567,Geryonia proboscidalis,Geryoniidae,Limnomedusae,117567
117768,Gonionemus vertens,Olindiidae,Limnomedusae,117768
125823,Hygophum Bolin,Myctophidae,Myctophiformes,125823
106398,Leucothea multicornis,Leucotheidae,Lobata,106398
766645,Marivagia stellata,Cepheidae,Rhizostomeae,766645
987161,Mawia benovici,Pelagiidae,Semaeostomeae,987161
106401,Mnemiopsis leidyi,Mnemiidae,Ctenophora,106401
418909,Mnemiopsis mccradyi,Mnemiidae,Ctenophora,418909
292470,Olindias muelleri,Olindiidae,Limnomedusae,292470
135262,Pelagia,Pelagiidae,Semaeostomeae,135262
1393067,Pelagia cyanella,Pelagiidae,Semaeostomeae,1393067
1393068,Pelagia discoidea,Pelagiidae,Semaeostomeae,1393068
287211,Pelagia flaveola,Pelagiidae,Semaeostomeae,287211
135305,Pelagia noctiluca,Pelagiidae,Semaeostomeae,135305
220477,Pelagia panopyra,Pelagiidae,Semaeostomeae,220477
135298,Phyllorhiza punctata,Mastigiidae,Rhizostomeae,135298
135479,Physalia physalis,Physaliidae,Siphonophorae,135479
135504,Physophora hydrostatica,Physophoridae,Siphonophorae,135504
106386,Pleurobrachia pileus,Pleurobrachiidae,Cydippida,106386
117831,Porpita porpita,Porpitidae,Anthoathecata,117831
137250,Pyrosoma atlanticum,Pyrosomatidae,Thaliacea,137250
287186,Rhizostoma luteum,Rhizostomatidae,Rhizostomeae,287186
135299,Rhizostoma pulmo,Rhizostomatidae,Rhizostomeae,135299
137233,Salpa,Salpidae,Salpida,137233
137270,Salpa aspera,Salpidae,Salpida,137270
137272,Salpa fusiformis,Salpidae,Salpida,137272
266544,Salpa gerlachei,Salpidae,Salpida,266544
137273,Salpa maxima,Salpidae,Salpida,137273
266545,Salpa thompsoni,Salpidae,Salpida,266545
266546,Salpa tuberculata,Salpidae,Salpida,266546
137274,Salpa younti,Salpidae,Salpida,137274
137234,Soestia,Salpidae,Salpida,137234
137275,Soestia zonaria,Salpidae,Salpida,137275
117832,Velella velella,Porpitidae,Hydrozoa,117832
AAX,Aaptosyax grypus,CYPRINIDAE,CYPRINIFORMES,
DWF,Abalistes filamentosus,BALISTIDAE,TETRAODONTIFORMES,276793
AJS,Abalistes stellatus,BALISTIDAE,TETRAODONTIFORMES,219873
AAE,Abantennarius analis,ANTENNARIIDAE,LOPHIIFORMES,315963
AFN,Abantennarius nummifer,ANTENNARIIDAE,LOPHIIFORMES,1605260
BXC,Abatus cordatus,SCHIZASTERIDAE,ECHINODERMATA (ECHINOIDEA),160763
ABB,Abbottina rivularis,GOBIONIDAE,CYPRINIFORMES,1018726
QHU,Abdopus aculeatus,OCTOPODIDAE,CEPHALOPODA (OCTOPODS),409949
IJB,Abietinaria abietina,SERTULARIIDAE,CNIDARIA (HYDROZOA),117870
ABW,Ablabys binotatus,SYNANCEIIDAE,PERCIFORMES (SCORPAENOIDEI),221448
BAF,Ablennes hians,BELONIDAE,BELONIFORMES,159246
ABE,Aborichthys elongatus,NEMACHEILIDAE,CYPRINIFORMES,
WBB,Abra alba,SEMELIDAE,BIVALVIA,141433
WBC,Abra prismatica,SEMELIDAE,BIVALVIA,141436
BLK,Abralia andamanica,ENOPLOTEUTHIDAE,CEPHALOPODA (SQUIDS),341825
BLJ,Abralia veranyi,ENOPLOTEUTHIDAE,CEPHALOPODA (SQUIDS),139688
BJF,Abraliopsis morisii,ENOPLOTEUTHIDAE,CEPHALOPODA (SQUIDS),237819
FBM,Abramis brama,LEUCISCIDAE,CYPRINIFORMES,154281
FBR,Abramis spp,LEUCISCIDAE,CYPRINIFORMES,
ABQ,Abramites eques,ANOSTOMIDAE,CHARACIFORMES,
DWZ,Abudefduf bengalensis,POMACENTRIDAE,BLENNIIFORMES,212885
ABU,Abudefduf saxatilis,POMACENTRIDAE,BLENNIIFORMES,159288
DMA,Abudefduf sexfasciatus,POMACENTRIDAE,BLENNIIFORMES,159289
DDA,Abudefduf sordidus,POMACENTRIDAE,BLENNIIFORMES,212888
DJJ,Abudefduf taurus,POMACENTRIDAE,BLENNIIFORMES,273701
DDD,Abudefduf vaigiensis,POMACENTRIDAE,BLENNIIFORMES,212879
OAG,Abyssobrotula galatheae,OPHIDIIDAE,OPHIDIIFORMES,236126
AEZ,Abyssocottus elochini,COTTIDAE,PERCIFORMES (COTTOIDEI),
WBE,Acanella rigida,KERATOISIDIDAE,CNIDARIA (ANTHOZOA) OCTOCORALLIA,286303
KQL,Acanella spp,KERATOISIDIDAE,CNIDARIA (ANTHOZOA) OCTOCORALLIA,
NTK,Acanthacaris caeca,NEPHROPIDAE,DECAPODA (PLEOCYEMATA) ASTACIDEA,293250
NHI,Acanthacaris tenuimana,NEPHROPIDAE,DECAPODA (PLEOCYEMATA) ASTACIDEA,246160
BWI,Acanthaluteres brownii,MONACANTHIDAE,TETRAODONTIFORMES,279462
PVI,Acanthaluteres vittiger,MONACANTHIDAE,TETRAODONTIFORMES,279464
NHT,Acanthaphritis barbata,HEMEROCOETIDAE,ACROPOMATIFORMES,279465
AKP,Acantharchus pomotis,CENTRARCHIDAE,CENTRARCHIFORMES,
GVX,Acanthascus spp,ROSSELLIDAE,PORIFERA (HEXACTINELLIDA),
NBP,Acanthemblemaria aspera,CHAENOPSIDAE,BLENNIIFORMES,279443
NBI,Acanthemblemaria spinosa,CHAENOPSIDAE,BLENNIIFORMES,254883
FYU,Acanthephyra curtirostris,ACANTHEPHYRIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,107579
FQQ,Acanthephyra eximia,ACANTHEPHYRIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,564909
FBX,Acanthephyra spp,ACANTHEPHYRIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,
AYX,Acanthicus hystrix,LORICARIIDAE,SILURIFORMES,
AIW,Acanthina monodon,MURICIDAE,GASTROPODA,377982
BSZ,Acanthistius brasilianus,ANTHIADIDAE,PERCIFORMES (PERCOIDEI),278720
QHP,Acanthistius patachonicus,ANTHIADIDAE,PERCIFORMES (PERCOIDEI),278725
KGL,Acanthistius sebastoides,ANTHIADIDAE,PERCIFORMES (PERCOIDEI),218166
AHS,Acanthobrama lissneri,LEUCISCIDAE,CYPRINIFORMES,
AHL,Acanthobrama microlepis,LEUCISCIDAE,CYPRINIFORMES,
ABN,Acanthobunocephalus nicoi,ASPREDINIDAE,SILURIFORMES,
AKK,Acanthocardia aculeata,CARDIIDAE,BIVALVIA,138990
AKJ,Acanthocardia echinata,CARDIIDAE,BIVALVIA,138992
KTU,Acanthocardia paucicostata,CARDIIDAE,BIVALVIA,138993
KTS,Acanthocardia spinosa,CARDIIDAE,BIVALVIA,138994
KHB,Acanthocardia spp,CARDIIDAE,BIVALVIA,
KTT,Acanthocardia tuberculata,CARDIIDAE,BIVALVIA,381057
ACV,Acanthocepola abbreviata,CEPOLIDAE,ACANTHURIFORMES,278762
DZC,Acanthocepola krusensternii,CEPOLIDAE,ACANTHURIFORMES,278763
SUK,Acanthochaenus luetkenii,STEPHANOBERYCIDAE,BERYCIFORMES,127280
AIL,Acanthochromis polyacanthus,POMACENTRIDAE,BLENNIIFORMES,279469
AHI,Acanthocleithron chapini,MOCHOKIDAE,SILURIFORMES,
AIF,Acanthoclinus fuscus,PLESIOPIDAE,BLENNIIFORMES,279470
WAH,Acanthocybium solandri,SCOMBRIDAE,SCOMBRIFORMES (SCOMBROIDEI),127014
NTM,Acanthodoras spinosissimus,DORADIDAE,SILURIFORMES,
KPZ,Acanthodoris pilosa,ONCHIDORIDIDAE,GASTROPODA (NUDIBRANCHIA),140627
DWA,Acanthodraco dewitti,BATHYDRACONIDAE,PERCIFORMES (NOTOTHENIOIDEI),234690
ACG,Acanthogobius hasta,GOBIIDAE,GOBIIFORMES,279476
AZC,Acanthogorgia armata,PARAMURICEIDAE,CNIDARIA (ANTHOZOA) OCTOCORALLIA,1396251
AKL,Acantholabrus palloni,LABRIDAE,LABRIFORMES (LABROIDEI),126957
AIO,Acantholiparis opercularis,LIPARIDAE,PERCIFORMES (COTTOIDEI),279480
AKM,Acantholumpenus mackayi,LUMPENIDAE,PERCIFORMES (ZOARCOIDEI),249703
OAA,Acanthonus armatus,OPHIDIIDAE,OPHIDIIFORMES,158998
AWU,Acanthopagrus arabicus,SPARIDAE,ACANTHURIFORMES,835123
AKU,Acanthopagrus australis,SPARIDAE,ACANTHURIFORMES,279070
MLB,Acanthopagrus berda,SPARIDAE,ACANTHURIFORMES,218588
AAB,Acanthopagrus bifasciatus,SPARIDAE,ACANTHURIFORMES,218589
AKB,Acanthopagrus butcheri,SPARIDAE,ACANTHURIFORMES,279071
YWF,Acanthopagrus latus,SPARIDAE,ACANTHURIFORMES,218587
MLM,Acanthopagrus schlegelii,SPARIDAE,ACANTHURIFORMES,293534
AWV,Acanthopagrus sheim,SPARIDAE,ACANTHURIFORMES,835125
KHI,Acanthophora spicifera,RHODOMELACEAE,RHODOPHYTA (FLORIDEOPHYCEAE),211768
AWH,Acanthoplesiops hiatti,PLESIOPIDAE,BLENNIIFORMES,276756
KPQ,Acanthopleura granulata,CHITONIDAE,POLYPLACOPHORA,386270
TPE,Acanthopoma annectens,TRICHOMYCTERIDAE,SILURIFORMES,
NTJ,Acanthopsetta nadeshnyi,PLEURONECTIDAE,CARANGIFORMES (PLEURONECTOIDEI),279481
HPD,Acanthopsoides delphax,COBITIDAE,CYPRINIFORMES,
AXL,Acanthosphex leurynnis,SYNANCEIIDAE,PERCIFORMES (SCORPAENOIDEI),279482
NCY,Acanthostracion polygonium,OSTRACIIDAE,TETRAODONTIFORMES,1577312
NCQ,Acanthostracion quadricornis,OSTRACIIDAE,TETRAODONTIFORMES,158920
FEV,Acanthostracion spp,OSTRACIIDAE,TETRAODONTIFORMES,
SUR,Acanthuridae,ACANTHURIDAE,ACANTHURIFORMES,125515
DZI,Acanthurus auranticavus,ACANTHURIDAE,ACANTHURIFORMES,219633
AQB,Acanthurus bahianus,ACANTHURIDAE,ACANTHURIFORMES,159578
AQR,Acanthurus bariene,ACANTHURIDAE,ACANTHURIFORMES,219637
DGV,Acanthurus blochii,ACANTHURIDAE,ACANTHURIFORMES,219639
AQH,Acanthurus chirurgus,ACANTHURIDAE,ACANTHURIFORMES,159580
AQO,Acanthurus coeruleus,ACANTHURIDAE,ACANTHURIFORMES,159581
JDU,Acanthurus dussumieri,ACANTHURIDAE,ACANTHURIFORMES,219641
AQQ,Acanthurus gahhm,ACANTHURIDAE,ACANTHURIFORMES,219636
VGR,Acanthurus grammoptilus,ACANTHURIDAE,ACANTHURIFORMES,272961
VGU,Acanthurus guttatus,ACANTHURIDAE,ACANTHURIFORMES,219650
VLE,Acanthurus leucopareius,ACANTHURIDAE,ACANTHURIFORMES,219624
DMB,Acanthurus leucosternon,ACANTHURIDAE,ACANTHURIFORMES,219628
AQI,Acanthurus lineatus,ACANTHURIDAE,ACANTHURIFORMES,159582
JMA,Acanthurus maculiceps,ACANTHURIDAE,ACANTHURIFORMES,272963
DGW,Acanthurus mata,ACANTHURIDAE,ACANTHURIFORMES,219651
MDO,Acanthurus monroviae,ACANTHURIDAE,ACANTHURIFORMES,126750
JNI,Acanthurus nigricans,ACANTHURIDAE,ACANTHURIFORMES,219638
QNA,Acanthurus nigricauda,ACANTHURIDAE,ACANTHURIFORMES,219626
AQN,Acanthurus nigrofuscus,ACANTHURIDAE,ACANTHURIFORMES,219640
QNO,Acanthurus nigroris,ACANTHURIDAE,ACANTHURIFORMES,219642
AQV,Acanthurus olivaceus,ACANTHURIDAE,ACANTHURIFORMES,219625
DZL,Acanthurus pyroferus,ACANTHURIDAE,ACANTHURIFORMES,219648
AVQ,Acanthurus sohal,ACANTHURIDAE,ACANTHURIFORMES,219649
AXQ,Acanthurus spp,ACANTHURIDAE,ACANTHURIFORMES,
DVR,Acanthurus tractus,ACANTHURIDAE,ACANTHURIFORMES,301914
AQT,Acanthurus triostegus,ACANTHURIDAE,ACANTHURIFORMES,219630
DZU,Acanthurus xanthopterus,ACANTHURIDAE,ACANTHURIFORMES,219634
TPC,Acantopsis dialuzona,COBITIDAE,CYPRINIFORMES,
ATA,Acapoeta tanganicae,CYPRINIDAE,CYPRINIFORMES,
AIK,Acarichthys heckelii,CICHLIDAE,CICHLIFORMES,
AAV,Acaronia vultuosa,CICHLIDAE,CICHLIFORMES,
JHI,Acartia (Acartiura) clausi,ACARTIIDAE,COPEPODA,
JTL,Acartia (Acartiura) longiremis,ACARTIIDAE,COPEPODA,
JCA,Acartia tonsa,ACARTIIDAE,COPEPODA,104262
FKO,Acaudina molpadioides,CAUDINIDAE,ECHINODERMATA (HOLOTHUROIDEA),241765
AIN,Acentrogobius caninus,GOBIIDAE,GOBIIFORMES,219372
AKD,Acentrogobius dayi,GOBIIDAE,GOBIIFORMES,278778
YAS,Acentrogobius signatus,GOBIIDAE,GOBIIFORMES,312546
NGV,Acentrogobius viridipunctatus,GOBIIDAE,GOBIIFORMES,219369
DJP,Acentronura tentaculata,SYNGNATHIDAE,SYNGNATHIFORMES,217979
AVI,Acesta maui,LIMIDAE,BIVALVIA,457862
KTR,Acesta rathbuni,LIMIDAE,BIVALVIA,505414
AZR,Acestrorhynchidae,ACESTRORHYNCHIDAE,CHARACIFORMES,
BXI,Acestrorhynchus abbreviatus,ACESTRORHYNCHIDAE,CHARACIFORMES,
ACF,Acestrorhynchus falcatus,ACESTRORHYNCHIDAE,CHARACIFORMES,
AWF,Acestrorhynchus microlepis,ACESTRORHYNCHIDAE,CHARACIFORMES,
IPB,Acestrorhynchus pantaneiro,ACESTRORHYNCHIDAE,CHARACIFORMES,
EKC,Acetes americanus,SERGESTIDAE,DECAPODA (DENDROBRANCHIATA) SERGESTOIDEA,158344
EKA,Acetes australis,SERGESTIDAE,DECAPODA (DENDROBRANCHIATA) SERGESTOIDEA,585538
ESH,Acetes chinensis,SERGESTIDAE,DECAPODA (DENDROBRANCHIATA) SERGESTOIDEA,377409
EKR,Acetes erythraeus,SERGESTIDAE,DECAPODA (DENDROBRANCHIATA) SERGESTOIDEA,210649
EKN,Acetes indicus,SERGESTIDAE,DECAPODA (DENDROBRANCHIATA) SERGESTOIDEA,210647
EKI,Acetes intermedius,SERGESTIDAE,DECAPODA (DENDROBRANCHIATA) SERGESTOIDEA,377410
AKS,Acetes japonicus,SERGESTIDAE,DECAPODA (DENDROBRANCHIATA) SERGESTOIDEA,210646
EKE,Acetes serrulatus,SERGESTIDAE,DECAPODA (DENDROBRANCHIATA) SERGESTOIDEA,377411
EKS,Acetes sibogae,SERGESTIDAE,DECAPODA (DENDROBRANCHIATA) SERGESTOIDEA,210650
ESV,Acetes vulgaris,SERGESTIDAE,DECAPODA (DENDROBRANCHIATA) SERGESTOIDEA,377412
AHA,Acheilognathus asmussii,ACHEILOGNATHIDAE,CYPRINIFORMES,
ATN,Acheilognathus melanogaster,ACHEILOGNATHIDAE,CYPRINIFORMES,279487
ATR,Acheilognathus rhombeus,ACHEILOGNATHIDAE,CYPRINIFORMES,
ATT,Acheilognathus tabira,ACHEILOGNATHIDAE,CYPRINIFORMES,1017240
OUE,Achelous asper,PORTUNIDAE,DECAPODA (PLEOCYEMATA) BRACHYURA,557879
OSX,Achelous gibbesii,PORTUNIDAE,DECAPODA (PLEOCYEMATA) BRACHYURA,557883
OSQ,Achelous hastatus,PORTUNIDAE,DECAPODA (PLEOCYEMATA) BRACHYURA,1474844
RTQ,Achelous spinimanus,PORTUNIDAE,DECAPODA (PLEOCYEMATA) BRACHYURA,456069
OUX,Achelous xantusii,PORTUNIDAE,DECAPODA (PLEOCYEMATA) BRACHYURA,451846
ILY,Achiroides leucorhynchos,SOLEIDAE,CARANGIFORMES (PLEURONECTOIDEI),279488
IME,Achiroides melanorhynchus,SOLEIDAE,CARANGIFORMES (PLEURONECTOIDEI),279489
HHJ,Achiropsetta tricholepis,ACHIROPSETTIDAE,CARANGIFORMES (PLEURONECTOIDEI),234676
HIK,Achirus achirus,ACHIRIDAE,CARANGIFORMES (PLEURONECTOIDEI),279490
ULI,Achirus lineatus,ACHIRIDAE,CARANGIFORMES (PLEURONECTOIDEI),279493
UMZ,Achirus mazatlanus,ACHIRIDAE,CARANGIFORMES (PLEURONECTOIDEI),279494
UTV,Achirus scutum,ACHIRIDAE,CARANGIFORMES (PLEURONECTOIDEI),279495
AKG,Achoerodus gouldii,LABRIDAE,LABRIFORMES (LABROIDEI),279497
AZO,Aciculites pulchra,SCLERITODERMIDAE,PORIFERA (DEMOSPONGIAE),171181
APB,Acipenser baerii,ACIPENSERIDAE,ACIPENSERIFORMES,233942
AAY,Acipenser brevirostrum,ACIPENSERIDAE,ACIPENSERIFORMES,157869
AAD,Acipenser dabryanus,ACIPENSERIDAE,ACIPENSERIFORMES,
AAF,Acipenser fulvescens,ACIPENSERIDAE,ACIPENSERIFORMES,271694
APG,Acipenser gueldenstaedtii,ACIPENSERIDAE,ACIPENSERIFORMES,126275
AAM,Acipenser medirostris,ACIPENSERIDAE,ACIPENSERIFORMES,271695
AAK,Acipenser mikadoi,ACIPENSERIDAE,ACIPENSERIFORMES,271696
AAA,Acipenser naccarii,ACIPENSERIDAE,ACIPENSERIFORMES,126276
AAN,Acipenser nudiventris,ACIPENSERIDAE,ACIPENSERIFORMES,126277
AAO,Acipenser oxyrinchus,ACIPENSERIDAE,ACIPENSERIFORMES,151802
AAP,Acipenser persicus,ACIPENSERIDAE,ACIPENSERIFORMES,238344
APR,Acipenser ruthenus,ACIPENSERIDAE,ACIPENSERIFORMES,233941
AAH,Acipenser schrenckii,ACIPENSERIDAE,ACIPENSERIFORMES,271698
AAI,Acipenser sinensis,ACIPENSERIDAE,ACIPENSERIFORMES,271699
APE,Acipenser stellatus,ACIPENSERIDAE,ACIPENSERIFORMES,126278
APU,Acipenser sturio,ACIPENSERIDAE,ACIPENSERIFORMES,126279
APN,Acipenser transmontanus,ACIPENSERIDAE,ACIPENSERIFORMES,238345
STU,Acipenseridae,ACIPENSERIDAE,ACIPENSERIFORMES,125424
ACI,Acnodon normani,SERRASALMIDAE,CHARACIFORMES,
AZL,Acodontaster elongatus,ODONTASTERIDAE,ECHINODERMATA (ASTEROIDEA),172769
REJ,Acreichthys hajam,MONACANTHIDAE,TETRAODONTIFORMES,277765
ADC,Acrochordonichthys chamaeleon,AKYSIDAE,SILURIFORMES,
FEK,Acrocnida brachiata,AMPHIURIDAE,ECHINODERMATA (OPHIUROIDEA),236130
ACA,Acromycter nezumi,CONGRIDAE,ANGUILLIFORMES,275423
FDC,Acropoma argentistigma,ACROPOMATIDAE,ACROPOMATIFORMES,278048
AKH,Acropoma hanedai,ACROPOMATIDAE,ACROPOMATIFORMES,278050
DJS,Acropoma japonicum,ACROPOMATIDAE,ACROPOMATIFORMES,220048
ACR,Acropomatidae,ACROPOMATIDAE,ACROPOMATIFORMES,151434
KQO,Acropora florida,ACROPORIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,207058
KQH,Acropora humilis,ACROPORIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,207094
KQY,Acropora hyacinthus,ACROPORIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,207044
KQM,Acropora muricata,ACROPORIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,207007
RBA,Acroteriobatus annulatus,RHINOBATIDAE,RHINOPRISTIFORMES,871953
RHH,Acroteriobatus blochii,RHINOBATIDAE,RHINOPRISTIFORMES,1022262
RBS,Acroteriobatus leucospilus,RHINOBATIDAE,RHINOPRISTIFORMES,1016293
RHO,Acroteriobatus ocellatus,RHINOBATIDAE,RHINOPRISTIFORMES,1016275
RBW,Acroteriobatus salalah,RHINOBATIDAE,RHINOPRISTIFORMES,1043598
FEM,Acteon tornatilis,ACTEONIDAE,GASTROPODA,138691
KKL,Actinauge richardi,HORMATHIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,100930
KJC,Actinia cari,ACTINIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,100801
KQN,Actinia equina,ACTINIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,100803
ATX,Actiniaria,,CNIDARIA (ANTHOZOA) HEXACORALLIA,1360
DIA,Actinopterygii,,PISCES MISCELLANEA,10194
FIN,Actinopterygii,,PISCES MISCELLANEA,10194
GRO,Actinopterygii,,PISCES MISCELLANEA,10194
MZZ,Actinopterygii,,PISCES MISCELLANEA,10194
PEL,Actinopterygii,,PISCES MISCELLANEA,10194
YYC,Actinopyga agassizii,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),241768
FJC,Actinopyga cf. flammea,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),
KUE,Actinopyga echinites,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),208947
YVV,Actinopyga lecanora,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),208952
KUY,Actinopyga mauritiana,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),208956
KUQ,Actinopyga miliaris,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),208949
YGP,Actinopyga palauensis,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),241773
YGS,Actinopyga spinea,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),241774
FJG,Actinopyga varians,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),529344
KKV,Actinostolidae,ACTINOSTOLIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,100655
ACN,Aculeola nigra,ETMOPTERIDAE,SQUALIFORMES,279502
AJX,Acutiserolis spp,SEROLIDAE,ISOPODA,
AYY,Acyrtops beryllinus,GOBIESOCIDAE,BLENNIIFORMES,279504
AYR,Acyrtus artius,GOBIESOCIDAE,BLENNIIFORMES,279505
DMK,Adamussium colbecki,PECTINIDAE,BIVALVIA,197021
TWP,Adelieledone polymorpha,MEGALELEDONIDAE,CEPHALOPODA (OCTOPODS),325319
DVW,Adelomelon ancilla,VOLUTIDAE,GASTROPODA,606556
DVX,Adelomelon spp,VOLUTIDAE,GASTROPODA,
AQL,Adelosebastes latens,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),279508
IOU,Adinaefiola aurantiaca,SEPIOLIDAE,CEPHALOPODA (CUTTLEFISHES),1437788
IOL,Adinaefiola ligulata,SEPIOLIDAE,CEPHALOPODA (CUTTLEFISHES),1437787
ADB,Adontosternarchus balaenops,APTERONOTIDAE,GYMNOTIFORMES,
AKY,Adrianichthys kruyti,ADRIANICHTHYIDAE,BELONIFORMES,
XEO,Adrianichthys oophorus,ADRIANICHTHYIDAE,BELONIFORMES,
AVE,Adventor elongatus,SYNANCEIIDAE,PERCIFORMES (SCORPAENOIDEI),279510
AJY,Aega monophthalma,AEGIDAE,ISOPODA,118825
ONZ,Aegaeon lacazei,CRANGONIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,107549
AJV,Aeneator recens,TUDICLIDAE,GASTROPODA,490675
AOW,Aeoliscus punctulatus,CENTRISCIDAE,SYNGNATHIFORMES,217967
QSC,Aequipecten opercularis,PECTINIDAE,BIVALVIA,140687
QPT,Aequipecten tehuelchus,PECTINIDAE,BIVALVIA,394229
YDH,Aequiyoldia eightsii,YOLDIIDAE,BIVALVIA,868255
AQE,Aequorea forskalea,AEQUOREIDAE,CNIDARIA (HYDROZOA),117270
OIC,Aesopia cornuta,SOLEIDAE,CARANGIFORMES (PLEURONECTOIDEI),219819
