species code,scientific name,family,order,WoRMS AphiaID
TIH,Branchiostegus japonicus,LATILIDAE,ACANTHURIFORMES,276739
FHV,Branchiostegus sawakinensis,LATILIDAE,ACANTHURIFORMES,218372
UAE,Branchiostegus semifasciatus,LATILIDAE,ACANTHURIFORMES,276741
TIZ,Branchiostegus wardi,LATILIDAE,ACANTHURIFORMES,276744
BPZ,Branta bernicla,ANATIDAE,ANSERIFORMES,159175
BQV,Branta canadensis,ANATIDAE,ANSERIFORMES,
BQZ,Branta leucopsis,ANATIDAE,ANSERIFORMES,
BMA,Bregmaceros atlanticus,BREGMACEROTIDAE,GADIFORMES,126431
UNC,Bregmaceros mcclellandi,BREGMACEROTIDAE,GADIFORMES,217740
BVQ,Bregmaceros nectabanus,BREGMACEROTIDAE,GADIFORMES,217741
UGS,Bregmaceros rarisquamosus,BREGMACEROTIDAE,GADIFORMES,272296
VKX,Bregmaceros spp,BREGMACEROTIDAE,GADIFORMES,
BQG,Breitensteinia insignis,AKYSIDAE,SILURIFORMES,
BFC,Brephostoma carpenteri,EPIGONIDAE,ACROPOMATIFORMES,279989
BVO,Breviraja colesi,RAJIDAE,RAJIFORMES,275411
BVS,Breviraja spinosa,RAJIDAE,RAJIFORMES,158547
DHM,Brevitrygon imbricata,DASYATIDAE,MYLIOBATIFORMES,1042823
DHW,Brevitrygon walga,DASYATIDAE,MYLIOBATIFORMES,1042826
MHS,Brevoortia aurea,ALOSIDAE,CLUPEIFORMES,275498
MHG,Brevoortia patronus,ALOSIDAE,CLUPEIFORMES,275500
MHP,Brevoortia pectinata,ALOSIDAE,CLUPEIFORMES,275501
MHT,Brevoortia smithi,ALOSIDAE,CLUPEIFORMES,158690
MVX,Brevoortia spp,ALOSIDAE,CLUPEIFORMES,
MHA,Brevoortia tyrannus,ALOSIDAE,CLUPEIFORMES,158691
OBB,Brienomyrus brachyistius,MORMYRIDAE,OSTEOGLOSSIFORMES,279990
BXA,Brisaster antarcticus,SCHIZASTERIDAE,ECHINODERMATA (ECHINOIDEA),160790
BHZ,Brisingidae,BRISINGIDAE,ECHINODERMATA (ASTEROIDEA),123119
ZDG,Brissopsis lyrifera,BRISSIDAE,ECHINODERMATA (ECHINOIDEA),124373
PJS,Brochiraja asperula,ARHYNCHOBATIDAE,RAJIFORMES,279994
PJF,Brochiraja spinifera,ARHYNCHOBATIDAE,RAJIFORMES,279997
USK,Brosme brosme,LOTIDAE,GADIFORMES,126447
BDP,Brosmodorsalis persicinus,BYTHITIDAE,OPHIDIIFORMES,279998
BRD,Brotula barbata,OPHIDIIDAE,OPHIDIIFORMES,159067
OBK,Brotula clarkae,OPHIDIIDAE,OPHIDIIFORMES,275888
WBM,Brotula multibarbata,OPHIDIIDAE,OPHIDIIFORMES,217797
WIY,Brotula ordwayi,OPHIDIIDAE,OPHIDIIFORMES,275890
OBV,Brotulotaenia brevicauda,OPHIDIIDAE,OPHIDIIFORMES,126668
UGT,Brunneifusus ternatanus,MELONGENIDAE,GASTROPODA,1310082
YAA,Bryaninops amplus,GOBIIDAE,GOBIIFORMES,219392
YBE,Bryaninops yongei,GOBIIDAE,GOBIIFORMES,219391
ZYT,Brycinus imberi,ALESTIDAE,CHARACIFORMES,
AEA,Brycinus lateralis,ALESTIDAE,CHARACIFORMES,
BCE,Brycinus leuciscus,ALESTIDAE,CHARACIFORMES,
BCU,Brycinus luteus,ALESTIDAE,CHARACIFORMES,
BZC,Brycinus nurse,ALESTIDAE,CHARACIFORMES,
FHY,Brycon alburnus,BRYCONIDAE,CHARACIFORMES,
BZH,Brycon amazonicus,BRYCONIDAE,CHARACIFORMES,
BOO,Brycon atrocaudatus,BRYCONIDAE,CHARACIFORMES,
BVD,Brycon dentex,BRYCONIDAE,CHARACIFORMES,
BND,Brycon devillei,BRYCONIDAE,CHARACIFORMES,
BNL,Brycon falcatus,BRYCONIDAE,CHARACIFORMES,
BNV,Brycon guatemalensis,BRYCONIDAE,CHARACIFORMES,
BXN,Brycon hilarii,BRYCONIDAE,CHARACIFORMES,
BZI,Brycon insignis,BRYCONIDAE,CHARACIFORMES,
BNM,Brycon melanopterus,BRYCONIDAE,CHARACIFORMES,
BCM,Brycon moorei,BRYCONIDAE,CHARACIFORMES,
BNN,Brycon nattereri,BRYCONIDAE,CHARACIFORMES,
BNO,Brycon orbignyanus,BRYCONIDAE,CHARACIFORMES,
BNU,Brycon orthotaenia,BRYCONIDAE,CHARACIFORMES,
BNP,Brycon pesu,BRYCONIDAE,CHARACIFORMES,
VTB,Brycon sinuensis,BRYCONIDAE,CHARACIFORMES,
BXH,Brycon spp,BRYCONIDAE,CHARACIFORMES,
BCC,Bryconaethiops boulengeri,ALESTIDAE,CHARACIFORMES,
BCO,Bryconalestes longipinnis,ALESTIDAE,CHARACIFORMES,
BNA,Bryconops affinis,IGUANODECTIDAE,CHARACIFORMES,
BZN,Bryozoa,,BRYOZOA,146142
BZJ,Bryozoichthys marjorius,STICHAEIDAE,PERCIFORMES (ZOARCOIDEI),254575
BXY,Bryx analicarens,SYNGNATHIDAE,SYNGNATHIFORMES,217982
KDR,Bucardium ringens,CARDIIDAE,BIVALVIA,225595
ZDN,Buccinidae,BUCCINIDAE,GASTROPODA,149
ZJP,Buccinum bayani,BUCCINIDAE,GASTROPODA,490786
BCP,Buccinum humphreysianum,BUCCINIDAE,GASTROPODA,138865
BEX,Buccinum spp,BUCCINIDAE,GASTROPODA,
WHE,Buccinum undatum,BUCCINIDAE,GASTROPODA,138878
BMN,Buccochromis atritaeniatus,CICHLIDAE,CICHLIFORMES,
DGF,Buccochromis nototaenia,CICHLIDAE,CICHLIFORMES,
GCG,Bucephala clangula,ANATIDAE,ANSERIFORMES,
BIF,Buenia affinis,GOBIIDAE,GOBIIFORMES,126871
ZBJ,Buenia jeffreysii,GOBIIDAE,GOBIIFORMES,126872
PWE,Bufoceratias wedli,DICERATIIDAE,LOPHIIFORMES,280006
UFO,Bufonaria crumena,BURSIDAE,GASTROPODA,476439
UON,Bufonaria rana,BURSIDAE,GASTROPODA,216963
GSM,Buglossidium luteum,SOLEIDAE,CARANGIFORMES (PLEURONECTOIDEI),127153
BJC,Bujurquina cordemadi,CICHLIDAE,CICHLIFORMES,
BLN,Bulbonaricus brauni,SYNGNATHIDAE,SYNGNATHIFORMES,278086
JQG,Bullacta caurina,HAMINOEIDAE,GASTROPODA,1340048
UNX,Bullia spp,NASSARIIDAE,GASTROPODA,
BKM,Bullockia maldonadoi,TRICHOMYCTERIDAE,SILURIFORMES,
UKP,Bunaka gyrinoides,ELEOTRIDAE,GOBIIFORMES,280008
DYA,Bunocephalus aleuropsis,ASPREDINIDAE,SILURIFORMES,
BPM,Bunocephalus amaurus,ASPREDINIDAE,SILURIFORMES,
BPC,Bunocephalus coracoideus,ASPREDINIDAE,SILURIFORMES,
BPN,Bunocephalus knerii,ASPREDINIDAE,SILURIFORMES,
AGF,Bunocephalus verrucosus,ASPREDINIDAE,SILURIFORMES,
UUN,Bursa bufonia,BURSIDAE,GASTROPODA,216967
VAX,Bursidae,BURSIDAE,GASTROPODA,22995
WJT,Busycon carica,MELONGENIDAE,GASTROPODA,160185
WHX,Busycon spp,MELONGENIDAE,GASTROPODA,
WKQ,Busycotypus canaliculatus,MELONGENIDAE,GASTROPODA,160192
UTB,Butis butis,ELEOTRIDAE,GOBIIFORMES,219351
NBK,Butis koilomatodon,ELEOTRIDAE,GOBIIFORMES,219352
HAA,Bythaelurus alcockii,PENTANCHIDAE,CARCHARHINIFORMES,475053
BZO,Bythaelurus bachi,PENTANCHIDAE,CARCHARHINIFORMES,1006774
HAN,Bythaelurus canescens,PENTANCHIDAE,CARCHARHINIFORMES,316762
HAO,Bythaelurus dawsoni,PENTANCHIDAE,CARCHARHINIFORMES,316764
HAH,Bythaelurus hispidus,PENTANCHIDAE,CARCHARHINIFORMES,316765
HAV,Bythaelurus immaculatus,PENTANCHIDAE,CARCHARHINIFORMES,316766
HAG,Bythaelurus lutarius,PENTANCHIDAE,CARCHARHINIFORMES,316767
JBY,Bythaelurus naylori,PENTANCHIDAE,CARCHARHINIFORMES,1042809
BZL,Bythaelurus tenuicephalus,PENTANCHIDAE,CARCHARHINIFORMES,1006810
BII,Bythites islandicus,BYTHITIDAE,OPHIDIIFORMES,126655
ASJ,Cabdio jaya,DANIONIDAE,CYPRINIFORMES,
ARR,Cabdio morar,DANIONIDAE,CYPRINIFORMES,
QEW,Caberea darwinii,CANDIDAE,BRYOZOA,173077
KMU,Cabestana cutacea,CYMATIIDAE,GASTROPODA,141099
AJL,Cabillus lacertops,GOBIIDAE,GOBIIFORMES,219395
CUG,Caecobarbus geertsii,CYPRINIDAE,CYPRINIFORMES,
YCB,Caecocypris basimi,CYPRINIDAE,CYPRINIFORMES,
AOT,Caecula pterygera,OPHICHTHIDAE,ANGUILLIFORMES,280010
DBC,Caenopedina novaezealandiae,PEDINIDAE,ECHINODERMATA (ECHINOIDEA),414214
CNH,Caenotropus labyrinthicus,CHILODIDAE,CHARACIFORMES,
CJC,Caesio caerulaurea,LUTJANIDAE,ACANTHURIFORMES,219995
CJU,Caesio cuning,LUTJANIDAE,ACANTHURIFORMES,278536
CJZ,Caesio lunaris,LUTJANIDAE,ACANTHURIFORMES,219991
FUS,Caesio spp,LUTJANIDAE,ACANTHURIFORMES,
FJR,Caesio suevica,LUTJANIDAE,ACANTHURIFORMES,219993
IFK,Caesio teres,LUTJANIDAE,ACANTHURIFORMES,219996
CJV,Caesio varilineata,LUTJANIDAE,ACANTHURIFORMES,219988
IHA,Caesio xanthonota,LUTJANIDAE,ACANTHURIFORMES,219994
IPL,Caesioperca lepidoptera,ANTHIADIDAE,PERCIFORMES (PERCOIDEI),280011
ITH,Caesioscorpis theagenes,CAESIOSCORPIDIDAE,CENTRARCHIFORMES,280013
FGH,Caffrogobius agulhensis,GOBIIDAE,GOBIIFORMES,219402
CAI,Caiman crocodilus,ALLIGATORIDAE,CROCODYLIA,
IMO,Caiman latirostris,ALLIGATORIDAE,CROCODYLIA,
IMY,Caiman yacare,ALLIGATORIDAE,CROCODYLIA,
YCR,Cairnsichthys rhombosomoides,MELANOTAENIIDAE,ATHERINIFORMES,
CXI,Calamopteryx goslinei,BYTHITIDAE,OPHIDIIFORMES,280019
CFN,Calamus arctifrons,SPARIDAE,ACANTHURIFORMES,275966
CBD,Calamus bajonado,SPARIDAE,ACANTHURIFORMES,159241
CKQ,Calamus brachysomus,SPARIDAE,ACANTHURIFORMES,275967
CMV,Calamus calamus,SPARIDAE,ACANTHURIFORMES,159242
CFE,Calamus penna,SPARIDAE,ACANTHURIFORMES,159245
JKQ,Calamus pennatula,SPARIDAE,ACANTHURIFORMES,275972
CFO,Calamus proridens,SPARIDAE,ACANTHURIFORMES,275973
PRG,Calamus spp,SPARIDAE,ACANTHURIFORMES,
CFT,Calamus taurinus,SPARIDAE,ACANTHURIFORMES,275974
JCM,Calanus finmarchicus,CALANIDAE,COPEPODA,104464
JGS,Calanus glacialis,CALANIDAE,COPEPODA,104465
JGC,Calanus helgolandicus,CALANIDAE,COPEPODA,104466
JGT,Calanus hyperboreus,CALANIDAE,COPEPODA,104467
KPK,Calappa calappa,CALAPPIDAE,DECAPODA (PLEOCYEMATA) BRACHYURA,209498
KPV,Calappa convexa,CALAPPIDAE,DECAPODA (PLEOCYEMATA) BRACHYURA,440299
KPF,Calappa flammea,CALAPPIDAE,DECAPODA (PLEOCYEMATA) BRACHYURA,158052
KAG,Calappa gallus,CALAPPIDAE,DECAPODA (PLEOCYEMATA) BRACHYURA,209502
KPG,Calappa granulata,CALAPPIDAE,DECAPODA (PLEOCYEMATA) BRACHYURA,107268
KPH,Calappa hepatica,CALAPPIDAE,DECAPODA (PLEOCYEMATA) BRACHYURA,209501
KPL,Calappa lophos,CALAPPIDAE,DECAPODA (PLEOCYEMATA) BRACHYURA,209503
KPN,Calappa nitida,CALAPPIDAE,DECAPODA (PLEOCYEMATA) BRACHYURA,440302
KPO,Calappa ocellata,CALAPPIDAE,DECAPODA (PLEOCYEMATA) BRACHYURA,421918
KAP,Calappa pelii,CALAPPIDAE,DECAPODA (PLEOCYEMATA) BRACHYURA,107269
KPP,Calappa philargius,CALAPPIDAE,DECAPODA (PLEOCYEMATA) BRACHYURA,209500
KAR,Calappa rubroguttata,CALAPPIDAE,DECAPODA (PLEOCYEMATA) BRACHYURA,241043
KPS,Calappa sulcata,CALAPPIDAE,DECAPODA (PLEOCYEMATA) BRACHYURA,394994
KPU,Calappula saussurei,CALAPPIDAE,DECAPODA (PLEOCYEMATA) BRACHYURA,440315
DGO,Caligus elongatus,CALIGIDAE,COPEPODA,478342
JRZ,Caliraja cortezensis,RAJIDAE,RAJIFORMES,1803739
RFT,Caliraja stellulata,RAJIDAE,RAJIFORMES,1803740
LAJ,Callanthias japonicus,CALLANTHIIDAE,ACANTHURIFORMES,273153
ZBD,Callanthias ruber,CALLANTHIIDAE,ACANTHURIFORMES,126789
ZBC,Callanthias spp,CALLANTHIIDAE,ACANTHURIFORMES,
AXW,Callaus deliciosa,SCIAENIDAE,ACANTHURIFORMES,1674231
AOO,Callechelys catostoma,OPHICHTHIDAE,ANGUILLIFORMES,217563
NQW,Callechelys guineensis,OPHICHTHIDAE,ANGUILLIFORMES,275468
NQZ,Callechelys leucoptera,OPHICHTHIDAE,ANGUILLIFORMES,275469
KSL,Calliactis palliata,HORMATHIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,1658483
KKK,Calliactis parasitica,HORMATHIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,100946
CZP,Callianassa spp,CALLIANASSIDAE,DECAPODA (PLEOCYEMATA) AXIIDEA,
YWB,Calliblepharis jubata,CYSTOCLONIACEAE,RHODOPHYTA (FLORIDEOPHYCEAE),145614
YAD,Calliblepharis saidana,CYSTOCLONIACEAE,RHODOPHYTA (FLORIDEOPHYCEAE),1312620
LHC,Callichthys callichthys,CALLICHTHYIDAE,SILURIFORMES,
KLM,Callinectes amnicola,PORTUNIDAE,DECAPODA (PLEOCYEMATA) BRACHYURA,241105
KLU,Callinectes arcuatus,PORTUNIDAE,DECAPODA (PLEOCYEMATA) BRACHYURA,442766
KLI,Callinectes bellicosus,PORTUNIDAE,DECAPODA (PLEOCYEMATA) BRACHYURA,442767
KLB,Callinectes bocourti,PORTUNIDAE,DECAPODA (PLEOCYEMATA) BRACHYURA,394860
CRZ,Callinectes danae,PORTUNIDAE,DECAPODA (PLEOCYEMATA) BRACHYURA,107378
KLE,Callinectes exasperatus,PORTUNIDAE,DECAPODA (PLEOCYEMATA) BRACHYURA,422037
KLL,Callinectes larvatus,PORTUNIDAE,DECAPODA (PLEOCYEMATA) BRACHYURA,422038
KLG,Callinectes marginatus,PORTUNIDAE,DECAPODA (PLEOCYEMATA) BRACHYURA,241106
KLO,Callinectes ornatus,PORTUNIDAE,DECAPODA (PLEOCYEMATA) BRACHYURA,158053
KLP,Callinectes pallidus,PORTUNIDAE,DECAPODA (PLEOCYEMATA) BRACHYURA,241107
KLT,Callinectes rathbunae,PORTUNIDAE,DECAPODA (PLEOCYEMATA) BRACHYURA,422039
CRB,Callinectes sapidus,PORTUNIDAE,DECAPODA (PLEOCYEMATA) BRACHYURA,107379
KLS,Callinectes similis,PORTUNIDAE,DECAPODA (PLEOCYEMATA) BRACHYURA,158055
CAL,Callinectes spp,PORTUNIDAE,DECAPODA (PLEOCYEMATA) BRACHYURA,
CRC,Callinectes toxotes,PORTUNIDAE,DECAPODA (PLEOCYEMATA) BRACHYURA,442769
YVX,Callionymidae,CALLIONYMIDAE,SYNGNATHIFORMES,125522
DGB,Callionymus bairdi,CALLIONYMIDAE,SYNGNATHIFORMES,159626
REK,Callionymus calcaratus,CALLIONYMIDAE,SYNGNATHIFORMES,302219
YBI,Callionymus carebares,CALLIONYMIDAE,SYNGNATHIFORMES,273169
YBL,Callionymus erythraeus,CALLIONYMIDAE,SYNGNATHIFORMES,273179
YBR,Callionymus filamentosus,CALLIONYMIDAE,SYNGNATHIFORMES,126791
BFM,Callionymus formosanus,CALLIONYMIDAE,SYNGNATHIFORMES,273182
YBY,Callionymus hindsii,CALLIONYMIDAE,SYNGNATHIFORMES,273189
YBZ,Callionymus japonicus,CALLIONYMIDAE,SYNGNATHIFORMES,273191
LYY,Callionymus lyra,CALLIONYMIDAE,SYNGNATHIFORMES,126792
YHC,Callionymus maculatus,CALLIONYMIDAE,SYNGNATHIFORMES,126793
YCC,Callionymus margaretae,CALLIONYMIDAE,SYNGNATHIFORMES,273200
YCO,Callionymus marleyi,CALLIONYMIDAE,SYNGNATHIFORMES,219772
YCY,Callionymus persicus,CALLIONYMIDAE,SYNGNATHIFORMES,219768
YXI,Callionymus reticulatus,CALLIONYMIDAE,SYNGNATHIFORMES,126795
YCZ,Callionymus sagitta,CALLIONYMIDAE,SYNGNATHIFORMES,219775
YXH,Callionymus spp,CALLIONYMIDAE,SYNGNATHIFORMES,
KLQ,Calliostoma conulus,CALLIOSTOMATIDAE,GASTROPODA,141752
KON,Calliostoma granulatum,CALLIOSTOMATIDAE,GASTROPODA,141753
KOT,Calliostoma gualterianum,CALLIOSTOMATIDAE,GASTROPODA,141755
KOI,Calliostoma laugieri,CALLIOSTOMATIDAE,GASTROPODA,141759
KOZ,Calliostoma zizyphinum,CALLIOSTOMATIDAE,GASTROPODA,141767
YXN,Callipallene brevirostris,CALLIPALLENIDAE,ARTHROPODA (PYCNOGONIDA),134643
KLK,Callista chione,VENERIDAE,BIVALVIA,141906
KCQ,Callistochiton portobelensis,CALLISTOPLACIDAE,POLYPLACOPHORA,386137
OCN,Callistoctopus macropus,OCTOPODIDAE,CEPHALOPODA (OCTOPODS),534558
LLK,Callistoctopus ornatus,OCTOPODIDAE,CEPHALOPODA (OCTOPODS),534728
RQT,Callithaca tenerrima,VENERIDAE,BIVALVIA,507494
DNQ,Callithamnion corymbosum,CALLITHAMNIACEAE,RHODOPHYTA (FLORIDEOPHYCEAE),144526
LHP,Callochromis macrops,CICHLIDAE,CICHLIFORMES,
LKM,Callogobius amikami,GOBIIDAE,GOBIIFORMES,278873
IHP,Callogobius bifasciatus,GOBIIDAE,GOBIIFORMES,219405
IHQ,Callogobius plumatus,GOBIIDAE,GOBIIFORMES,219404
QMU,Callogorgia verticillata,PRIMNOIDAE,CNIDARIA (ANTHOZOA) OCTOCORALLIA,125405
KFF,Callophyllis spp,KALLYMENIACEAE,RHODOPHYTA (FLORIDEOPHYCEAE),
KFV,Callophyllis variegata,KALLYMENIACEAE,RHODOPHYTA (FLORIDEOPHYCEAE),162919
CAW,Calloplesiops altivelis,PLESIOPIDAE,BLENNIIFORMES,218340
CAH,Callorhinchidae,CALLORHINCHIDAE,CHIMAERIFORMES,148800
CHJ,Callorhinchus callorynchus,CALLORHINCHIDAE,CHIMAERIFORMES,278468
CHM,Callorhinchus capensis,CALLORHINCHIDAE,CHIMAERIFORMES,221460
CHB,Callorhinchus milii,CALLORHINCHIDAE,CHIMAERIFORMES,278469
SEN,Callorhinus ursinus,OTARIIDAE,PINNIPEDIA,254997
AZQ,Callyspongia (Callyspongia) nuda,CALLYSPONGIIDAE,PORIFERA (DEMOSPONGIAE),
CDQ,Calocarides quinqueseriatus,AXIIDAE,DECAPODA (PLEOCYEMATA) AXIIDEA,246244
CDI,Calonectris diomedea,PROCELLARIIDAE,PROCELLARIIFORMES,137194
CZE,Calonectris edwardsii,PROCELLARIIDAE,PROCELLARIIFORMES,759340
HYM,Calophysus macropterus,PIMELODIDAE,SILURIFORMES,
ULG,Calotomus carolinus,LABRIDAE,LABRIFORMES (LABROIDEI),219076
USJ,Calotomus japonicus,LABRIDAE,LABRIFORMES (LABROIDEI),276710
ULY,Calotomus spinidens,LABRIDAE,LABRIFORMES (LABROIDEI),219075
FKT,Calotomus spp,LABRIDAE,LABRIFORMES (LABROIDEI),
UNV,Calotomus viridescens,LABRIDAE,LABRIFORMES (LABROIDEI),219077
KFT,Calotrophon turritus,MURICIDAE,GASTROPODA,406358
UMG,Calumia godeffroyi,ELEOTRIDAE,GOBIIFORMES,219411
CVC,Calyptocephalella gayi,CALYPTOCEPHALELLIDAE,ANURA,
KPJ,Calyptraea chinensis,CALYPTRAEIDAE,GASTROPODA,138961
ZFQ,Cambarellus (Cambarellus) patzcuarensis,CAMBARIDAE,DECAPODA (PLEOCYEMATA) ASTACIDEA,
EBC,Cambarellus blacki,CAMBARIDAE,DECAPODA (PLEOCYEMATA) ASTACIDEA,
ACZ,Cambaridae,CAMBARIDAE,DECAPODA (PLEOCYEMATA) ASTACIDEA,
MBO,Cambarus bartonii,CAMBARIDAE,DECAPODA (PLEOCYEMATA) ASTACIDEA,
CGL,Campichthys galei,SYNGNATHIDAE,SYNGNATHIFORMES,278557
VAD,Campogramma glaycos,CARANGIDAE,CARANGIFORMES (CARANGOIDEI),126801
MPL,Campostoma anomalum,LEUCISCIDAE,CYPRINIFORMES,
MPG,Campostoma oligolepis,LEUCISCIDAE,CYPRINIFORMES,
KMN,Campylaephora kondoi,CERAMIACEAE,RHODOPHYTA (FLORIDEOPHYCEAE),1734918
OMC,Campylomormyrus elephas,MORMYRIDAE,OSTEOGLOSSIFORMES,
MYQ,Campylonotus rathbunae,CAMPYLONOTIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,342627
QSL,Canarium labiatum,STROMBIDAE,GASTROPODA,532168
QSI,Canarium mutabile,STROMBIDAE,GASTROPODA,531880
QSR,Canarium urceus,STROMBIDAE,GASTROPODA,532183
ZJY,Cancellariidae,CANCELLARIIDAE,GASTROPODA,13600
AXB,Cancelloxus burrelli,CLINIDAE,BLENNIIFORMES,219192
KCB,Cancer bellianus,CANCRIDAE,DECAPODA (PLEOCYEMATA) BRACHYURA,107275
CRJ,Cancer borealis,CANCRIDAE,DECAPODA (PLEOCYEMATA) BRACHYURA,158056
CRK,Cancer irroratus,CANCRIDAE,DECAPODA (PLEOCYEMATA) BRACHYURA,459347
KKJ,Cancer johngarthi,CANCRIDAE,DECAPODA (PLEOCYEMATA) BRACHYURA,440379
CRE,Cancer pagurus,CANCRIDAE,DECAPODA (PLEOCYEMATA) BRACHYURA,107276
QPR,Cancer porteri,CANCRIDAE,DECAPODA (PLEOCYEMATA) BRACHYURA,440381
ROC,Cancer productus,CANCRIDAE,DECAPODA (PLEOCYEMATA) BRACHYURA,440382
CAD,Cancridae,CANCRIDAE,DECAPODA (PLEOCYEMATA) BRACHYURA,106749
FLF,Cantherhines (=Navodon) spp,MONACANTHIDAE,TETRAODONTIFORMES,
DBS,Cantherhines dumerilii,MONACANTHIDAE,TETRAODONTIFORMES,276248
JKY,Cantherhines macrocerus,MONACANTHIDAE,TETRAODONTIFORMES,276250
JVC,Cantherhines pullus,MONACANTHIDAE,TETRAODONTIFORMES,159493
CWH,Cantherhines sandwichiensis,MONACANTHIDAE,TETRAODONTIFORMES,220057
AHQ,Cantheschenia grandisquamis,MONACANTHIDAE,TETRAODONTIFORMES,280026
NHR,Canthidermis macrolepis,BALISTIDAE,TETRAODONTIFORMES,275237
CNT,Canthidermis maculata,BALISTIDAE,TETRAODONTIFORMES,127398
XCA,Canthidermis spp,BALISTIDAE,TETRAODONTIFORMES,
CZT,Canthidermis sufflamen,BALISTIDAE,TETRAODONTIFORMES,127399
KAE,Canthigaster amboinensis,TETRAODONTIDAE,TETRAODONTIFORMES,219935
KBA,Canthigaster valentini,TETRAODONTIDAE,TETRAODONTIFORMES,219947
SOG,Canthophrys gongota,COBITIDAE,CYPRINIFORMES,
CPM,Caperea marginata,NEOBALAENIDAE,CETACEA (MYSTICETI),231424
UZO,Capitella capitata,CAPITELLIDAE,ANELLIDA (POLYCHAETA),129876
UCQ,Capnea georgiana,CAPNEIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,172980
OEC,Capoeta capoeta,CYPRINIDAE,CYPRINIFORMES,
OED,Capoeta damascina,CYPRINIDAE,CYPRINIFORMES,
OEK,Capoetobrama kuschakewitschi,LEUCISCIDAE,CYPRINIFORMES,
RCM,Caprichromis liemi,CICHLIDAE,CICHLIFORMES,
OAR,Caprichthys gymnura,ARACANIDAE,TETRAODONTIFORMES,280028
RNL,Caprodon longimanus,ANTHIADIDAE,PERCIFORMES (PERCOIDEI),280030
BOR,Caproidae,CAPROIDAE,ACANTHURIFORMES,125613
ZCA,Capromimus abbreviatus,ZENIONTIDAE,ZEIFORMES,280032
YGU,Capropygia unistriata,ARACANIDAE,TETRAODONTIFORMES,280033
BOC,Capros aper,CAPROIDAE,ACANTHURIFORMES,127419
UEC,Capsosiphon fulvescens,ULOTRICHACEAE,CHLOROPHYTA (ULVOPHYCEAE),145935
KPR,Capulus ungaricus,CAPULIDAE,GASTROPODA,138984
AQK,Caquetaia kraussii,CICHLIDAE,CICHLIFORMES,
CMQ,Caracanthus maculatus,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),220364
GBG,Caragobius urolepis,GOBIIDAE,GOBIIFORMES,280036
AOL,Caralophia loxochila,OPHICHTHIDAE,ANGUILLIFORMES,280037
NGD,Carangichthys dinema,CARANGIDAE,CARANGIFORMES (CARANGOIDEI),316846
NGM,Carangichthys humerosus,CARANGIDAE,CARANGIFORMES (CARANGOIDEI),1803658
NGO,Carangichthys oblongus,CARANGIDAE,CARANGIFORMES (CARANGOIDEI),316848
CGX,Carangidae,CARANGIDAE,CARANGIFORMES (CARANGOIDEI),125523
GSA,Carangoides praeustus,CARANGIDAE,CARANGIFORMES (CARANGOIDEI),276244
NGX,Carangoides spp,CARANGIDAE,CARANGIFORMES (CARANGOIDEI),
NBR,Caranx bartholomaei,CARANGIDAE,CARANGIFORMES (CARANGOIDEI),302312
CXT,Caranx bucculentus,CARANGIDAE,CARANGIFORMES (CARANGOIDEI),273270
NXC,Caranx caballus,CARANGIDAE,CARANGIFORMES (CARANGOIDEI),273271
NXN,Caranx caninus,CARANGIDAE,CARANGIFORMES (CARANGOIDEI),273272
RUB,Caranx crysos,CARANGIDAE,CARANGIFORMES (CARANGOIDEI),126802
WFF,Caranx fischeri,CARANGIDAE,CARANGIFORMES (CARANGOIDEI),273273
NXH,Caranx heberi,CARANGIDAE,CARANGIFORMES (CARANGOIDEI),218403
CVJ,Caranx hippos,CARANGIDAE,CARANGIFORMES (CARANGOIDEI),126803
NXI,Caranx ignobilis,CARANGIDAE,CARANGIFORMES (CARANGOIDEI),218414
NXL,Caranx latus,CARANGIDAE,CARANGIFORMES (CARANGOIDEI),126804
NXU,Caranx lugubris,CARANGIDAE,CARANGIFORMES (CARANGOIDEI),126805
NXM,Caranx melampygus,CARANGIDAE,CARANGIFORMES (CARANGOIDEI),218419
NXP,Caranx papuensis,CARANGIDAE,CARANGIFORMES (CARANGOIDEI),218411
HMY,Caranx rhonchus,CARANGIDAE,CARANGIFORMES (CARANGOIDEI),126806
CXR,Caranx ruber,CARANGIDAE,CARANGIFORMES (CARANGOIDEI),302432
NXS,Caranx senegallus,CARANGIDAE,CARANGIFORMES (CARANGOIDEI),273274
CXS,Caranx sexfasciatus,CARANGIDAE,CARANGIFORMES (CARANGOIDEI),218404
TRE,Caranx spp,CARANGIDAE,CARANGIFORMES (CARANGOIDEI),
NXT,Caranx tille,CARANGIDAE,CARANGIFORMES (CARANGOIDEI),218418
VNT,Caranx vinctus,CARANGIDAE,CARANGIFORMES (CARANGOIDEI),273275
YXX,Carapidae,CARAPIDAE,OPHIDIIFORMES,125504
CPW,Carapus acus,CARAPIDAE,OPHIDIIFORMES,126661
BBQ,Carasobarbus canis,CYPRINIDAE,CYPRINIFORMES,
LPK,Carasobarbus kosswigi,CYPRINIDAE,CYPRINIFORMES,
FNU,Carasobarbus luteus,CYPRINIDAE,CYPRINIFORMES,
